date,win_team,lose_team,win_score,lose_score,location,date_comments,overtime,cross_region,lose_id,win_id
2021-01-11,Anderson County,Bullitt Central,42,37,0,,0,0,31,3
2021-01-11,Apollo,Breckinridge County,72,66,0,,0,0,28,4
2021-01-11,Ashland Blazer,Johnson Central,67,59,1,,0,0,114,5
2021-01-11,Barren County,Russell County,59,52,0,(overtime),1,0,194,10
2021-01-11,Boyle County,Spencer County,60,52,1,,0,0,208,25
2021-01-11,Hazard,Wolfe County,66,58,1,,0,0,238,99
2021-01-11,LaRue County,Highlands Latin,75,38,1,,0,0,242,120
2021-01-11,North Hardin,Louisville Collegiate,54,50,0,,0,0,132,164
2021-01-11,Ryle,Nicholas County,87,48,0,,0,0,162,196
2021-01-11,Scott County,Great Crossing,56,40,0,,0,0,90,199
2021-01-11,Walton-Verona,Woodford County,63,61,0,,0,0,239,225
2021-01-12,Robertson County,Calvary Christian,81,55,2, 10th Region All "A" Classic  ,0,0,37,189
2021-01-12,Sayre,Berea,68,59,0, 11th Region All "A" Classic  ,0,0,16,197
2021-01-12,Somerset,Burgin,72,34,2, 12th Region All "A" Classic  ,0,0,33,203
2021-01-12,Harlan,Lynn Camp,66,61,2, 13th Region All "A" Classic  ,0,0,134,95
2021-01-12,East Ridge,Phelps,74,52,2, 15th Region All "A" Classic  ,0,0,179,67
2021-01-12,Pikeville,Betsy Layne,77,75,2, 15th Region All "A" Classic (overtime) ,1,0,19,181
2021-01-12,Hickman County,Fulton County,71,43,2, 1st Region All "A" Classic  ,0,0,82,104
2021-01-12,St. Mary,Carlisle County,69,36,2, 1st Region All "A" Classic  ,0,0,40,210
2021-01-12,Lyon County,University Heights,79,77,1, 2nd Region All "A" Classic  ,0,0,222,135
2021-01-12,Green County,Campbellsville,63,53,0, 5th Region All "A" Classic - Semis and Finals  ,0,0,39,91
2021-01-12,Holy Cross (Covington),Newport,77,59,2, 9th Region All "A" Classic  ,0,0,160,108
2021-01-12,Allen County-Scottsville,Logan County,43,42,0,,0,0,131,2
2021-01-12,Barren County,Ohio County,66,62,0,,0,0,167,10
2021-01-12,Beth Haven,Highlands Latin,61,60,0,,0,0,242,17
2021-01-12,Bowling Green,Warren East,76,36,0,,0,0,227,23
2021-01-12,Boyd County,Lewis County,61,52,1,,0,0,125,24
2021-01-12,Buckhorn,Cordia,77,72,0,,0,0,54,30
2021-01-12,Bullitt East,Christian Academy-Louisville,84,76,0,,0,0,45,32
2021-01-12,Caldwell County,Livingston Central,67,55,1,,0,0,129,35
2021-01-12,Dixie Heights,Conner,70,50,0,,0,0,51,64
2021-01-12,East Jessamine,Scott County,64,53,1,,0,0,199,66
2021-01-12,Estill County,Owsley County,45,34,0,,0,0,172,72
2021-01-12,Franklin-Simpson,Greenwood,66,62,1,,0,0,93,79
2021-01-12,George Rogers Clark,Bourbon County,90,51,0,,0,0,22,85
2021-01-12,Graves County,Calloway County,53,48,0,,0,0,36,88
2021-01-12,Harlan County,Bell County,77,46,1,,0,0,14,96
2021-01-12,Hazard,Powell County,80,38,0,,0,0,184,99
2021-01-12,Henderson County,Union County,79,36,1,,0,0,221,100
2021-01-12,Henry Clay,Tates Creek,73,47,0,,0,0,213,101
2021-01-12,John Hardin,Elizabethtown,68,67,0,,0,0,69,113
2021-01-12,LaRue County,Washington County,53,34,0,,0,0,228,120
2021-01-12,Letcher County Central,June Buchanan,69,38,0,,0,0,115,124
2021-01-12,Lexington Catholic,Lafayette,74,59,0,,0,0,119,126
2021-01-12,Lincoln County,Garrard County,82,54,1,,0,0,84,128
2021-01-12,Madisonville-North Hopkins,Warren Central,54,47,1,,0,0,226,138
2021-01-12,Mason County,Campbell County,71,63,0,,0,0,38,143
2021-01-12,McCracken County,Paducah Tilghman,74,56,1,,0,0,173,145
2021-01-12,Meade County,Daviess County,63,34,1,,0,0,61,148
2021-01-12,Montgomery County,Pendleton County,73,42,1,,0,0,177,155
2021-01-12,Muhlenberg County,Crittenden County,71,53,0,,0,0,57,157
2021-01-12,North Hardin,Spencer County,57,56,0,,0,0,208,164
2021-01-12,North Laurel,Covington Catholic,89,87,1,(overtime),1,0,55,165
2021-01-12,Paul Laurence Dunbar,Frederick Douglass,75,68,1,,0,0,80,176
2021-01-12,Pineville,Whitley County,56,47,1,,0,0,235,182
2021-01-12,Pulaski County,Casey County,79,65,0,,0,0,42,186
2021-01-12,Rockcastle County,Wayne County,62,53,0,,0,0,229,190
2021-01-12,Ryle,Holmes,51,50,1,,0,0,107,196
2021-01-12,Simon Kenton,Boone County,92,62,1,,0,0,21,202
2021-01-12,South Laurel,Madison Southern,73,61,0,,0,0,137,204
2021-01-12,Thomas Nelson,Taylor County,69,58,1,,0,0,214,215
2021-01-12,Trinity (Louisville),DeSales,62,59,1,,0,0,63,219
2021-01-12,Webster County,Hopkins County Central,67,57,0,,0,0,110,230
2021-01-12,West Jessamine,Madison Central,75,73,1,(overtime),1,0,136,232
2021-01-13,Pikeville,East Ridge,59,36,2, 15th Region All "A" Classic  ,0,0,67,181
2021-01-13,Shelby Valley,Paintsville,69,58,2, 15th Region All "A" Classic  ,0,0,174,201
2021-01-13,Washington County,Caverna,73,70,2, 5th Region All "A" Classic - Semis and Finals  ,0,0,43,228
2021-01-13,Henry County,Gallatin County,47,45,0,,0,0,83,102
2021-01-13,Lewis County,St. Patrick,61,25,1,,0,0,211,125
2021-01-13,St. Xavier,Walton-Verona,68,55,1,,0,0,225,212
2021-01-14,Robertson County,Bishop Brossart,58,46,2, 10th Region All "A" Classic  ,0,0,20,189
2021-01-14,Lexington Christian,Trinity Christian,88,54,2, 11th Region All "A" Classic  ,0,0,244,127
2021-01-14,Sayre,Model,61,39,2, 11th Region All "A" Classic  ,0,0,153,197
2021-01-14,Clinton County,Monroe County,77,54,2, 4th Region All "A" Classic - Semis and Finals  ,0,0,154,48
2021-01-14,Metcalfe County,Glasgow,82,76,1, 4th Region All "A" Classic - Semis and Finals (overtime) ,1,0,86,151
2021-01-14,Evangel Christian,Holy Cross (Louisville),70,59,2, 6th Region All "A" Classic  ,0,0,109,73
2021-01-14,Ashland Blazer,Bardstown,77,62,0,,0,0,9,5
2021-01-14,Boyd County,Greenup County,69,43,0,,0,0,92,24
2021-01-14,Bracken County,Raceland,61,59,0,,0,0,187,26
2021-01-14,Breckinridge County,Nelson County,72,67,0,(overtime),1,0,159,28
2021-01-14,Clay County,Leslie County,81,69,1,,0,0,123,47
2021-01-14,Corbin,Bell County,79,78,0,(overtime),1,0,14,53
2021-01-14,Cordia,June Buchanan,54,35,1,,0,0,115,54
2021-01-14,Graves County,Community Christian (Paducah),78,59,1,,0,0,50,88
2021-01-14,Harlan County,Lafayette,68,62,0,,0,0,119,96
2021-01-14,Hazard,Buckhorn,81,60,0,,0,0,30,99
2021-01-14,Henry Clay,Madison Southern,77,76,0,,0,0,137,101
2021-01-14,Highlands,Dixie Heights,88,81,1,(double overtime),1,0,64,105
2021-01-14,Johnson Central,Magoffin County,91,51,1,,0,0,139,114
2021-01-14,Kentucky Country Day,Highlands Latin,68,60,1,,0,0,242,116
2021-01-14,Lawrence County,Rose Hill Christian,91,67,0,,0,0,191,121
2021-01-14,McCreary Central,Wayne County,47,36,0,,0,0,229,146
2021-01-14,Pike County Central,Martin County,70,64,0,,0,0,142,180
2021-01-14,Russell,St. Patrick,61,32,0,,0,0,211,193
2021-01-14,Tates Creek,Woodford County,78,71,0,,0,0,239,213
2021-01-14,Trinity (Louisville),Christian Academy-Louisville,94,88,0,(double overtime),1,0,45,219
2021-01-14,Wolfe County,Estill County,56,54,0,(overtime),1,0,72,238
2021-01-15,Somerset,Danville,51,48,2, 12th Region All "A" Classic  ,0,0,59,203
2021-01-15,Pikeville,Shelby Valley,41,40,2, 15th Region All "A" Classic  ,0,0,201,181
2021-01-15,Murray,Hickman County,77,36,2, 1st Region All "A" Classic - Semis and Finals  ,0,0,104,158
2021-01-15,St. Mary,Mayfield,61,59,0, 1st Region All "A" Classic - Semis and Finals  ,0,0,144,210
2021-01-15,Clinton County,Metcalfe County,62,59,0, 4th Region All "A" Classic - Semis and Finals  ,0,0,151,48
2021-01-15,Holy Cross (Covington),Heritage Academy,87,26,2, 9th Region All "A" Classic  ,0,0,103,108
2021-01-15,Adair County,Wayne County,78,74,1,(overtime),1,0,229,1
2021-01-15,Allen County-Scottsville,Barren County,52,46,1,,0,0,10,2
2021-01-15,Anderson County,Collins,34,33,1,,0,0,49,3
2021-01-15,Belfry,Phelps,76,52,0,,0,0,179,13
2021-01-15,Boyle County,Garrard County,81,59,1,,0,0,84,25
2021-01-15,Breathitt County,Bethlehem,49,47,0,,0,0,18,27
2021-01-15,Bullitt Central,North Bullitt,92,68,0,,0,0,163,31
2021-01-15,Bullitt East,Grayson County,52,51,1,,0,0,89,32
2021-01-15,Caldwell County,Crittenden County,49,47,1,,0,0,57,35
2021-01-15,Calloway County,Marshall County,75,74,1,,0,0,141,36
2021-01-15,Campbell County,Harrison County,70,67,1,,0,0,97,38
2021-01-15,Clay County,Corbin,89,82,1,,0,0,53,47
2021-01-15,Covington Catholic,DeSales,68,62,0,,0,0,63,55
2021-01-15,Franklin-Simpson,Logan County,63,52,0,,0,0,131,79
2021-01-15,George Rogers Clark,Evangel Christian,89,65,1,,0,0,73,85
2021-01-15,Great Crossing,Franklin County,57,52,1,,0,0,78,90
2021-01-15,Greenup County,Menifee County,80,69,1,,0,0,149,92
2021-01-15,Greenwood,South Warren,79,46,0,,0,0,206,93
2021-01-15,Henry Clay,Nicholas County,69,28,0,,0,0,162,101
2021-01-15,Henry County,Eminence,58,38,0,,0,0,71,102
2021-01-15,John Hardin,North Hardin,68,60,0,,0,0,164,113
2021-01-15,LaRue County,Hart County,62,46,1,,0,0,98,120
2021-01-15,Ludlow,St. Patrick,74,42,0,,0,0,211,133
2021-01-15,Madison Central,South Laurel,58,45,1,,0,0,204,136
2021-01-15,Madisonville-North Hopkins,University Heights,63,60,1,,0,0,222,138
2021-01-15,Meade County,Scott County,62,53,0,,0,0,199,148
2021-01-15,Muhlenberg County,Ohio County,69,45,0,,0,0,167,157
2021-01-15,Owsley County,Lee County,64,61,0,,0,0,122,172
2021-01-15,Paducah Tilghman,Fulton County,75,30,0,,0,0,82,173
2021-01-15,Pulaski County,Russell County,58,53,0,,0,0,194,186
2021-01-15,Russellville,Todd County Central,57,46,1,,0,0,216,195
2021-01-15,Simon Kenton,Grant County,82,70,1,,0,0,87,202
2021-01-15,St. Xavier,East Jessamine,63,57,0,,0,0,66,212
2021-01-15,Webster County,Apollo,69,65,1,,0,0,4,230
2021-01-15,Williamstown,Powell County,53,47,0,,0,0,184,237
2021-01-15,Woodford County,Spencer County,60,47,0,,0,0,208,239
2021-01-16,Lexington Christian,Sayre,54,36,2, 11th Region All "A" Classic  ,0,0,197,127
2021-01-16,Murray,St. Mary,61,42,2, 1st Region All "A" Classic - Semis and Finals (championship) ,0,0,210,158
2021-01-16,Lyon County,Caldwell County,88,60,1, 2nd Region All "A" Classic  ,0,0,35,135
2021-01-16,Washington County,Green County,60,58,2, 5th Region All "A" Classic - Semis and Finals (championship) ,0,0,91,228
2021-01-16,Evangel Christian,Beth Haven,65,52,2, 6th Region All "A" Classic  ,0,0,17,73
2021-01-16,Henderson County,Daviess County,53,49,2,Agrigold Winter Classic,0,0,61,100
2021-01-16,McLean County,Foundation Christian Academy,64,23,2,Agrigold Winter Classic,0,0,241,147
2021-01-16,Union County,McLean County,58,55,2,Agrigold Winter Classic,0,0,147,221
2021-01-16,North Laurel,Estill County,89,59,1,Legacy Nissan Classic,0,0,72,165
2021-01-16,George Rogers Clark,Great Crossing,93,61,1,MLK Jr. Classic,0,0,90,85
2021-01-16,Woodford County,Wolfe County,67,58,NaN,White,0,0,238,239
2021-01-16,Bardstown,Collins,67,59,1,,0,0,49,9
2021-01-16,Betsy Layne,Phelps,81,67,0,,0,0,179,19
2021-01-16,Bishop Brossart,Newport,58,38,1,,0,0,160,20
2021-01-16,Bourbon County,Nicholas County,74,55,0,,0,0,162,22
2021-01-16,Boyd County,Belfry,60,56,0,,0,0,13,24
2021-01-16,Boyle County,St. Xavier,71,61,0,,0,0,212,25
2021-01-16,Casey County,June Buchanan,84,54,0,,0,0,115,42
2021-01-16,Conner,Grant County,71,60,1,,0,0,87,51
2021-01-16,DeSales,Christian Academy-Louisville,85,79,1,,0,0,45,63
2021-01-16,Garrard County,Bell County,78,74,1,(overtime),1,0,14,84
2021-01-16,Glasgow,Warren East,77,60,0,,0,0,227,86
2021-01-16,Hazard,Perry County Central,58,48,0,,0,0,178,99
2021-01-16,Henry County,Highlands Latin,82,57,1,,0,0,242,102
2021-01-16,John Hardin,Bullitt East,71,52,0,,0,0,32,113
2021-01-16,Lee County,Menifee County,71,66,0,,0,0,149,122
2021-01-16,Lexington Catholic,Holmes,85,60,1,,0,0,107,126
2021-01-16,Metcalfe County,Adair County,51,40,0,,0,0,1,151
2021-01-16,Middlesboro,Burgin,64,45,0,,0,0,33,152
2021-01-16,North Oldham,Trimble County,100,81,1,,0,0,218,166
2021-01-16,Oldham County,South Oldham,59,51,1,,0,0,205,168
2021-01-16,Paducah Tilghman,Graves County,79,56,1,,0,0,88,173
2021-01-16,Robertson County,Model,75,58,1,,0,0,153,189
2021-01-16,Russell,Lewis County,55,46,1,,0,0,125,193
2021-01-16,South Warren,Apollo,58,45,0,,0,0,4,206
2021-01-16,Tates Creek,Bracken County,71,63,0,,0,0,26,213
2021-01-16,Thomas Nelson,Community Christian (Paducah),74,33,0,,0,0,50,215
2021-01-16,Trinity (Louisville),Greenwood,65,50,1,,0,0,93,219
2021-01-16,Warren Central,University Heights,80,77,0,(overtime),1,0,222,226
2021-01-16,Washington County,Nelson County,71,56,0,,0,0,159,228
2021-01-16,West Jessamine,Pulaski County,74,65,1,,0,0,186,232
2021-01-17,Lexington Catholic,Highlands,73,57,1,,0,0,105,126
2021-01-17,Simon Kenton,Lafayette,63,57,1,,0,0,119,202
2021-01-18,Danville,Belfry,79,57,2,Sayre School-Jim Lankster Classic.,0,0,13,59
2021-01-18,Ashland Blazer,Robertson County,89,68,1,,0,0,189,5
2021-01-18,Barren County,Hart County,62,53,1,,0,0,98,10
2021-01-18,Clinton County,Campbellsville,47,38,1,,0,0,39,48
2021-01-18,Danville Christian,Caverna,67,62,1,,0,0,43,60
2021-01-18,DeSales,Bullitt Central,73,39,0,,0,0,31,63
2021-01-18,Grant County,Trimble County,60,45,0,,0,0,218,87
2021-01-18,Harrison County,Bracken County,65,53,1,,0,0,26,97
2021-01-18,Hazard,Cordia,101,71,1,,0,0,54,99
2021-01-18,Leslie County,Perry County Central,49,44,0,,0,0,178,123
2021-01-18,Lewis County,Rose Hill Christian,76,52,1,,0,0,191,125
2021-01-18,Ludlow,Calvary Christian,74,72,1,,0,0,37,133
2021-01-18,Lyon County,Caldwell County,93,63,0,,0,0,35,135
2021-01-18,Martin County,Betsy Layne,75,59,1,,0,0,19,142
2021-01-18,McCracken County,Marshall County,64,53,0,,0,0,141,145
2021-01-18,Middlesboro,Red Bird,56,20,0,,0,0,188,152
2021-01-18,Russell County,Cumberland County,54,46,0,,0,0,58,194
2021-01-18,South Oldham,North Bullitt,69,59,0,,0,0,163,205
2021-01-18,Taylor County,Foundation Christian Academy,79,20,1,,0,0,241,214
2021-01-18,Walton-Verona,Campbell County,70,64,1,,0,0,38,225
2021-01-18,Webster County,Calloway County,71,64,1,,0,0,36,230
